gene local.h2 local.se global.h2 global.se
VPS13B 0.017132 0.013602 0.192382 0.373997
TTC35 0.017132 0.013602 0.192382 0.373997
ANAPC2 0.016339 0.017622 0.190606 0.365884
ATP6V1H 0.015493 0.017260 0.000001 0.354817
MFAP3 0.014770 0.017661 0.000001 0.393501
SLC38A6 0.017099 0.017082 0.012883 0.370213
ZNF800 0.017057 0.014225 0.268155 0.363071
FBXO11 0.014423 0.015737 0.545154 0.359586
GMFG 0.014835 0.015678 0.000001 0.408241
SUPT7L 0.018724 0.014310 0.835683 0.368462
MAPK7 0.013784 0.012629 0.000001 0.450607
ANKRD13B 0.013784 0.012629 0.000001 0.450607
CDKN2C 0.013784 0.012629 0.000001 0.450607
MDH2 0.016350 0.012818 0.000001 0.355147
DRP2 0.016350 0.012818 0.000001 0.355147
KLF4 0.017070 0.018566 0.072221 0.361562
SEZ6 0.015659 0.015611 0.000001 0.365919
ID3 0.015802 0.016437 0.000001 0.349261
WNT2B 0.015711 0.017092 0.000001 0.366874
ACTB 0.016483 0.015609 0.257244 0.371839
TAX1BP1 0.015966 0.016244 0.000001 0.374786
CPEB3 0.013861 0.014201 0.000001 0.455095
FOXK1 0.015780 0.020859 0.000001 0.350985
PAQR7 0.013694 0.015758 0.000001 0.380547
NAA11 0.013694 0.015758 0.000001 0.380547
SPEN 0.016581 0.017121 0.173253 0.368755
PRPS1 0.016581 0.017121 0.173253 0.368755
CNPY3 0.016941 0.014962 0.150436 0.341406
AGBL3 0.015660 0.015206 0.000001 0.379400
MRPS31 0.015660 0.015206 0.000001 0.379400
RNF220 0.012522 0.016907 0.000001 0.380475
RARA 0.015953 0.014351 0.000001 0.362316
ZNF146 0.015826 0.015671 0.000001 0.398560
PLCG1 0.016689 0.015199 0.036802 0.370092
ALDH1A3 0.016689 0.015199 0.036802 0.370092
ACTR3 0.016127 0.014068 0.305800 0.364939
ZNRF2 0.014317 0.020259 0.000001 0.400591
CCDC34 0.016551 0.015744 0.349594 0.377611
FAM189B 0.014985 0.016584 0.000001 0.363535
TOMM40 0.013570 0.020054 0.000001 0.413208
TXLNA 0.016436 0.014324 0.000001 0.360498
TMEM187 0.016436 0.014324 0.000001 0.360498
PPCDC 0.016595 0.013385 0.290193 0.357783
LITAF 0.017184 0.019467 0.222917 0.366347
SIAE 0.015049 0.018626 0.000001 0.396486
ARNTL2 0.017306 0.017968 0.157455 0.386318
STAT2 0.016753 0.015251 0.484422 0.361098
TCHP 0.015144 0.013908 0.000001 0.385968
ATAD2 0.015784 0.018081 0.375681 0.392057
SLC39A7 0.016473 0.016077 0.000001 0.380076
CHRNA10 0.015505 0.019952 0.000001 0.396101
FAM184B 0.016606 0.014017 0.514489 0.369226
PNMA3 0.016606 0.014017 0.514489 0.369226
FZD4 0.016175 0.016355 0.154257 0.365267
SMAD4 0.015582 0.016982 0.000001 0.378785
TTC39A 0.014721 0.013766 0.000001 0.389844
BAP1 0.015802 0.014474 0.148227 0.358023
DVL3 0.016199 0.014704 0.158749 0.335015
CDK8 0.020606 0.018851 0.712752 0.382790
DBT 0.016516 0.014533 0.153147 0.357202
B4GALT5 0.015909 0.015660 0.000001 0.354032
TTK 0.015583 0.015200 0.118443 0.343445
NMNAT1 0.016297 0.016274 0.050616 0.372904
ANKHD1-EIF4EBP3 0.016086 0.014985 0.163152 0.374204
SAP18 0.014885 0.020917 0.000001 0.390956
PIWIL2 0.015019 0.019069 0.000001 0.364209
SLC34A1 0.015608 0.015318 0.342171 0.364298
RWDD4 0.013027 0.026251 0.000001 0.475702
FIP1L1 0.012497 0.018060 0.000001 0.416749
IL23A 0.016632 0.013561 0.536729 0.359673
SOX15 0.013995 0.018058 0.000001 0.418044
ZNF432 0.014299 0.019494 0.000001 0.406034
PDCD2L 0.014068 0.018299 0.000001 0.395739
TREM2 0.017059 0.019168 0.276871 0.346018
PDCD7 0.013324 0.012704 0.000001 0.441092
NUSAP1 0.016916 0.015988 0.394711 0.367468
PTPRC 0.016414 0.014560 0.103467 0.366027
DAB2IP 0.016439 0.017332 0.052553 0.369137
IL17B 0.015601 0.019477 0.000001 0.369719
SHC3 0.016262 0.015875 0.172845 0.387859
SPATS2 0.016862 0.016150 0.448336 0.373543
ZNF398 0.015266 0.016984 0.000001 0.393298
CES4A 0.015387 0.015141 0.237494 0.356352
ZNF639 0.016192 0.016636 0.081398 0.370458
TMUB2 0.015880 0.015428 0.204307 0.379192
YIPF1 0.016895 0.018018 0.317188 0.377106
FBXO24 0.015346 0.015100 0.000001 0.366955
MPZL3 0.015379 0.017878 0.000001 0.355615
ISYNA1 0.015333 0.017963 0.000001 0.353401
FAM21B 0.015288 0.013660 0.409251 0.370349
DNAJB2 0.016402 0.015437 0.067911 0.332934
KIF5A 0.016340 0.013817 0.014261 0.333469
SYPL1 0.016340 0.013817 0.014261 0.333469
RPP30 0.016104 0.015140 0.108601 0.374541
MFAP3L 0.013501 0.015567 0.000001 0.400586
ITGAM 0.013216 0.014687 0.000001 0.425357
LY6G6C 0.015404 0.015315 0.000001 0.428798
FABP6 0.015240 0.017569 0.000001 0.354998
ZNF77 0.015240 0.017569 0.000001 0.354998
CNTNAP1 0.010484 0.014598 0.000001 0.438374
CEBPB 0.016083 0.017841 0.154770 0.358286
ANP32D 0.014212 0.015624 0.000001 0.378158
KIAA1211 0.015077 0.016652 0.000001 0.379223
ZFHX2 0.012214 0.020749 0.000001 0.453478
MAN1C1 0.015633 0.014528 0.130075 0.327238
DAG1 0.014047 0.012761 0.000001 0.382851
SLC5A9 0.013727 0.016358 0.000001 0.397917
SYNRG 0.013461 0.015848 0.000001 0.397492
MTMR11 0.015423 0.012048 0.000001 0.358991
DLEU7 0.015178 0.014983 0.693765 0.363959
SLC16A10 0.014431 0.016638 0.000001 0.374970
ARID1B 0.016252 0.018478 0.453548 0.366309
HIST1H2AK 0.015685 0.013304 0.050343 0.372431
C10orf118 0.013907 0.018582 0.000001 0.409052
TCEANC 0.013907 0.018582 0.000001 0.409052
SENP8 0.016116 0.012753 0.129569 0.365314
SH2D3A 0.014242 0.019598 0.000001 0.414727
EDC3 0.015760 0.014481 0.409733 0.366163
BBS7 0.014792 0.015008 0.000001 0.387237
TMEM201 0.014464 0.016016 0.000001 0.392674
SETD1A 0.016261 0.011958 0.188069 0.380173
SCAMP5 0.009424 0.014224 0.990575 0.394335
EXOSC10 0.016107 0.013705 0.242072 0.358824
MYO9A 0.018205 0.016620 0.449094 0.382901
HERC4 0.011547 0.013547 0.000001 0.496487
MRPL2 0.014951 0.018258 0.000001 0.375453
LMBR1L 0.013632 0.014817 0.000001 0.403863
C14orf2 0.013632 0.014817 0.000001 0.403863
WDFY3 0.013876 0.015891 0.000001 0.390360
TUBA4A 0.015275 0.014085 0.000001 0.325211
MRP63 0.016244 0.018755 0.119123 0.370756
NCOR2 0.016188 0.019119 0.448475 0.399949
TMEM2 0.014067 0.017020 0.295533 0.372843
LY9 0.014067 0.017020 0.295533 0.372843
DDX27 0.010677 0.017653 0.000001 0.417546
SP100 0.016109 0.016087 0.196980 0.369374
DCST2 0.013589 0.014787 0.731218 0.382948
DLD 0.017162 0.014339 0.392735 0.376168
CHORDC1 0.013283 0.013087 0.000001 0.389434
ZNF8 0.016384 0.014053 0.137582 0.361569
GUCY1A3 0.016971 0.017300 0.485697 0.391429
CHRNG 0.014641 0.016757 0.000001 0.413797
IL21R 0.016679 0.016436 0.391043 0.376541
C12orf66 0.013629 0.015250 0.000001 0.408646
SURF4 0.013107 0.019572 0.000001 0.409676
SDAD1 0.015798 0.014575 0.022950 0.368678
TMED2 0.015798 0.014575 0.022950 0.368678
KCTD18 0.014973 0.014401 0.000001 0.375332
MAD2L2 0.014871 0.017287 0.000001 0.356571
MLLT10 0.015981 0.014236 0.226336 0.371567
SLC1A5 0.014812 0.018733 0.000001 0.369230
SSBP2 0.013940 0.015909 0.329379 0.384823
RGS19 0.014651 0.014481 0.000001 0.398020
TTC30B 0.015238 0.014466 0.000001 0.371490
SRC 0.012401 0.017841 0.000001 0.422355
FAM92A1 0.014028 0.014679 0.000001 0.405055
TSC2 0.014653 0.015970 0.366771 0.373100
FASTKD3 0.014998 0.017472 0.000001 0.349632
COX18 0.011958 0.015461 0.000001 0.449058
ZNF18 0.014871 0.019401 0.000001 0.359014
HSPA5 0.016640 0.014358 0.874368 0.377339
DDX21 0.013565 0.018061 0.000001 0.433055
EIF4ENIF1 0.013565 0.018061 0.000001 0.433055
LENG9 0.016088 0.021247 0.324700 0.389277
ATP6V0E1 0.016088 0.021247 0.324700 0.389277
SEC23A 0.016088 0.021247 0.324700 0.389277
HRH4 0.014138 0.017926 0.000001 0.386342
NCOA2 0.019551 0.017868 0.477353 0.375468
USP9X 0.019551 0.017868 0.477353 0.375468
CTF1 0.014936 0.013439 0.370960 0.385999
HCN2 0.013654 0.021229 0.000001 0.392492
ERBB2IP 0.015459 0.015619 0.461641 0.365579
SPTBN2 0.015545 0.012550 0.056278 0.356379
IFIT3 0.015902 0.015534 0.397461 0.349594
ZNF57 0.010825 0.025175 0.000001 0.419486
DDB1 0.014439 0.016167 0.000001 0.398485
ZNF732 0.005313 0.008802 0.000001 0.341664
ZFX 0.005313 0.008802 0.000001 0.341664
MIPEP 0.014000 0.019135 0.000001 0.399850
MGAT4A 0.016091 0.014704 0.413286 0.355294
CENPW 0.009970 0.010308 0.000001 0.350871
SMAD7 0.014771 0.019877 0.000001 0.363796
TRO 0.014771 0.019877 0.000001 0.363796
CFH 0.013895 0.012896 0.000001 0.409342
OLFML3 0.011247 0.017763 0.000001 0.409359
RNF19B 0.013795 0.015072 0.350885 0.346880
DUSP7 0.015130 0.013556 0.000001 0.362751
AHSA1 0.015248 0.016145 0.084663 0.382663
CDK11A 0.012120 0.016969 0.000001 0.439472
SRSF1 0.013895 0.017228 0.000001 0.374801
RBM25 0.013869 0.014745 0.000001 0.391676
SNX17 0.015457 0.013050 0.115653 0.354577
TBP 0.015457 0.013050 0.115653 0.354577
CD82 0.012759 0.020944 0.000001 0.420791
RPAP2 0.014164 0.013275 0.000001 0.380454
NCS1 0.011638 0.022017 0.000001 0.450790
PPPDE1 0.011094 0.018300 0.406494 0.379887
CCNJL 0.015474 0.016833 0.499079 0.352324
ZBTB8OS 0.011939 0.012726 0.000001 0.454219
TCP1 0.011939 0.012726 0.000001 0.454219
KLHL6 0.014520 0.016370 0.267681 0.364654
C3orf75 0.015265 0.012696 0.079155 0.342801
PDP2 0.016922 0.013482 0.382500 0.357589
APOOL 0.016922 0.013482 0.382500 0.357589
IMPAD1 0.011340 0.017390 0.000001 0.416816
ANKS3 0.015063 0.017988 0.636418 0.366770
OS9 0.012335 0.015729 0.000001 0.460114
ZNF430 0.011622 0.013996 0.000001 0.426397
FAM20B 0.011622 0.013996 0.000001 0.426397
LLPH 0.011622 0.013996 0.000001 0.426397
ALPL 0.011622 0.013996 0.000001 0.426397
ISY1 0.014473 0.013878 0.000001 0.377133
RPL15 0.013910 0.016848 0.000001 0.404222
PNPLA6 0.015503 0.019297 0.067821 0.371380
CA14 0.014984 0.011955 0.000001 0.365474
TFB2M 0.012463 0.016451 0.000001 0.433725
POLR2A 0.013931 0.019309 0.000001 0.380691
TNFSF10 0.013540 0.017688 0.000001 0.397916
POLR3F 0.013185 0.016268 0.000001 0.400316
TBL3 0.012304 0.016871 0.000001 0.420196
OSBP2 0.014992 0.015598 0.598429 0.381784
PNPLA8 0.014776 0.014299 0.210304 0.351802
POLR3A 0.011054 0.016793 0.975729 0.380172
PSKH1 0.011069 0.011472 0.000001 0.448911
MED30 0.014784 0.015672 0.394152 0.379137
MTERF 0.012338 0.013151 0.000001 0.393185
TCF4 0.014907 0.014952 0.659589 0.366193
SLC30A7 0.013101 0.015952 0.000001 0.378441
PRPF4 0.013257 0.017444 0.000001 0.406989
SATB2 0.015255 0.014026 0.167739 0.369767
WDR82 0.012493 0.014307 0.000001 0.407821
ACE 0.012135 0.013345 0.000001 0.386317
HSPA14 0.013993 0.019481 0.000001 0.368457
HBP1 0.013078 0.013441 0.000001 0.407422
MNT 0.014183 0.018742 0.543423 0.362938
ZFYVE9 0.015140 0.013843 0.139123 0.345819
ERCC4 0.013398 0.017428 0.000001 0.393508
TATDN2 0.012639 0.020966 0.000001 0.321128
MYL6 0.013511 0.013394 0.000001 0.400328
NADK 0.015233 0.015650 0.145100 0.370456
RRM2 0.014873 0.019630 0.112159 0.364307
RABGAP1 0.013916 0.016374 0.000001 0.360739
NANOS1 0.013916 0.016374 0.000001 0.360739
WIPF2 0.006392 0.011262 0.000001 0.364833
MED9 0.014888 0.014553 0.044442 0.356610
CARD16 0.011422 0.013874 0.000001 0.425445
ZDBF2 0.012259 0.017071 0.000001 0.449043
TCOF1 0.012719 0.018013 0.000001 0.426732
DCUN1D3 0.015451 0.013039 0.250595 0.340234
FCRL6 0.015451 0.013039 0.250595 0.340234
CAPNS1 0.015861 0.015338 0.333840 0.353736
PFN1 0.016773 0.017192 0.570245 0.376043
RS1 0.016773 0.017192 0.570245 0.376043
ATXN2 0.014074 0.012484 0.000001 0.379565
ITGA2B 0.014289 0.014473 0.317389 0.374895
CAND1 0.015831 0.015793 0.567545 0.391723
MYOT 0.013947 0.013633 0.000001 0.380437
NLRX1 0.014138 0.015695 0.250784 0.355842
ZNF274 0.014897 0.013727 0.024575 0.371008
SUPT6H 0.013860 0.012523 0.000001 0.368880
NPTN 0.013217 0.015200 0.000001 0.388825
MTIF2 0.015284 0.014698 0.165862 0.355081
LARS 0.014603 0.013629 0.000001 0.391008
HOMER1 0.012985 0.016212 0.000001 0.359847
AARS 0.015069 0.012592 0.366077 0.379038
C22orf23 0.013285 0.014568 0.000001 0.365565
TLE4 0.010970 0.017601 0.000001 0.389008
COPS2 0.010999 0.013388 0.000001 0.455889
ZNF778 0.014487 0.017077 0.160589 0.356928
WHSC2 0.009708 0.017260 0.000001 0.471038
MRFAP1L1 0.014521 0.023166 0.000001 0.338930
E2F3 0.013278 0.017332 0.815392 0.382554
ZNF775 0.013882 0.018971 0.000001 0.352776
TECTA 0.015082 0.016610 0.172920 0.339520
MIA 0.014900 0.015963 0.141342 0.356378
VPS72 0.012574 0.012729 0.000001 0.407354
SUDS3 0.014063 0.017195 0.000001 0.393567
MZT1 0.014063 0.017195 0.000001 0.393567
SRPR 0.012029 0.019274 0.000001 0.413857
CNOT1 0.013222 0.018503 0.000001 0.400108
BRAF 0.012190 0.018136 0.000001 0.403985
IMPACT 0.013459 0.016254 0.913097 0.376991
MINPP1 0.010210 0.017323 0.000001 0.450838
ZC3HC1 0.012693 0.015586 0.341827 0.361252
MYL6B 0.014094 0.013347 0.463381 0.383686
C2orf47 0.011312 0.014342 0.000001 0.447942
TOLLIP 0.014923 0.017313 0.188197 0.350745
USP31 0.015163 0.018563 0.083861 0.370988
CELF1 0.011653 0.009221 0.000001 0.367205
CD58 0.009591 0.015137 0.597665 0.387836
RABEP2 0.013164 0.011929 0.732757 0.371650
FAM107A 0.015923 0.016921 0.788304 0.374055
CDNF 0.014539 0.017046 0.110170 0.367469
DDX19A 0.011971 0.012603 0.000001 0.437046
AGL 0.011004 0.015716 0.000001 0.439710
TMEM27 0.011004 0.015716 0.000001 0.439710
CIR1 0.014083 0.014100 0.000001 0.373076
AFG3L2 0.013422 0.015885 0.000001 0.370338
PHF7 0.012070 0.012185 0.000001 0.425553
UXS1 0.011270 0.018864 0.000001 0.428422
SDF2L1 0.010359 0.018222 0.000001 0.435373
RPL7A 0.013656 0.018124 0.433902 0.378811
MCAM 0.014026 0.014524 0.155113 0.351317
PTPN11 0.014667 0.014315 0.399381 0.367409
FBXO45 0.012017 0.017344 0.000001 0.404992
PAK1IP1 0.012017 0.017344 0.000001 0.404992
ATP5E 0.012017 0.017344 0.000001 0.404992
SPATA5 0.014323 0.013989 0.215199 0.377073
ZNF407 0.013386 0.022077 0.000001 0.421614
SLX4 0.014543 0.015096 0.138967 0.349197
CD27 0.014543 0.015096 0.138967 0.349197
ADORA3 0.011661 0.019974 0.000001 0.386222
BSDC1 0.014611 0.015390 0.198816 0.378844
HERC5 0.014510 0.015680 0.318205 0.356646
MON2 0.013191 0.016479 0.000001 0.389782
GNL3 0.012304 0.012543 0.000001 0.416230
DLGAP5 0.014043 0.013557 0.069367 0.369312
GTF3C1 0.014839 0.019401 0.265712 0.383281
MYO1H 0.013931 0.015641 0.192172 0.322436
EWSR1 0.013931 0.015641 0.192172 0.322436
C8orf44 0.013399 0.012215 0.000001 0.381423
POTEF 0.012692 0.015440 0.000001 0.380630
GOLGB1 0.012695 0.012070 0.000001 0.414433
CAMK1 0.012616 0.019081 0.000001 0.428322
RAPH1 0.014234 0.014780 0.675281 0.382420
C19orf25 0.010022 0.021148 0.500251 0.383856
UBE2L6 0.013294 0.012166 0.447846 0.363486
TMCC2 0.014712 0.014215 0.319885 0.398621
MED14 0.014712 0.014215 0.319885 0.398621
OLFML2A 0.013549 0.013677 0.000001 0.369994
PSMA2 0.012582 0.015887 0.000001 0.372663
LRTOMT 0.012665 0.013921 0.256686 0.373201
SUZ12 0.014119 0.013173 0.232057 0.366373
EML5 0.012710 0.018031 0.000001 0.380965
RSL1D1 0.014116 0.015685 0.033199 0.343193
TMED10 0.011790 0.015437 0.000001 0.427912
DDIT4 0.011790 0.015437 0.000001 0.427912
SREK1 0.014127 0.015543 0.018082 0.375230
ATP5H 0.014685 0.016918 0.153069 0.360723
ARF6 0.011917 0.014521 0.000001 0.415513
MAT2B 0.013743 0.014544 0.318805 0.374893
CHCHD3 0.010849 0.017119 0.000001 0.418658
STAR 0.014331 0.014595 0.169241 0.376049
PPARGC1B 0.016576 0.019255 0.420098 0.360257
NDUFA13 0.012189 0.013813 0.000001 0.415408
DYNC1H1 0.012943 0.014911 0.000001 0.410439
LEP 0.010322 0.016524 0.000001 0.445912
MEGF9 0.013826 0.013018 0.057978 0.361753
STAT5A 0.011882 0.014090 0.000001 0.428545
ITCH 0.013154 0.011155 0.000001 0.364777
GBP2 0.013154 0.011155 0.000001 0.364777
AHCYL2 0.012069 0.017321 0.000001 0.417313
BET3L 0.013651 0.013543 0.000001 0.355862
USP51 0.013651 0.013543 0.000001 0.355862
C1orf135 0.013532 0.014350 0.000001 0.339360
DCAF7 0.012309 0.013421 0.000001 0.358427
RASSF7 0.013762 0.015877 0.274268 0.361357
NETO2 0.012497 0.011077 0.000001 0.389932
COQ10B 0.012603 0.011231 0.000001 0.407813
PDLIM7 0.009811 0.016092 0.633666 0.377501
SLC25A42 0.013451 0.015407 0.147238 0.362382
LRP11 0.010876 0.015307 0.000001 0.414545
SIAH2 0.010282 0.018876 0.000001 0.443151
ELOVL3 0.011545 0.011685 0.000001 0.398002
SETDB1 0.014096 0.012280 0.130061 0.382597
MAD2L1 0.011655 0.014245 0.000001 0.437545
SRSF6 0.011655 0.014245 0.000001 0.437545
FA2H 0.004142 0.012223 0.000001 0.324438
ALG13 0.004142 0.012223 0.000001 0.324438
SRM 0.013915 0.014237 0.037114 0.332772
RAB40B 0.011826 0.013673 0.279586 0.365496
ZNF275 0.011826 0.013673 0.279586 0.365496
BCAP29 0.011792 0.014300 0.000001 0.390895
ZGPAT 0.013023 0.016101 0.000001 0.383518
GANC 0.013622 0.012996 0.236259 0.367181
SPTLC1 0.010288 0.016440 0.000001 0.473936
HMGB3 0.010288 0.016440 0.000001 0.473936
PDCL 0.011910 0.017044 0.000001 0.358054
HNRNPL 0.013267 0.015817 0.154508 0.367099
CCNJ 0.010268 0.018046 0.000001 0.443088
HOXC5 0.014674 0.015123 0.211465 0.349376
GLCCI1 0.013735 0.021473 0.175961 0.380339
ZBTB8A 0.013794 0.014160 0.146839 0.378239
GABPA 0.012957 0.015068 0.275269 0.387168
ANGPT2 0.013635 0.018427 0.000001 0.380742
ZNF70 0.011733 0.014607 0.000001 0.422594
UFC1 0.012922 0.015971 0.000001 0.354045
SRRM2 0.014062 0.016318 0.096550 0.371869
HRH2 0.012102 0.022270 0.000001 0.417572
BRD4 0.017004 0.019506 0.982996 0.415737
LARP4B 0.017004 0.019506 0.982996 0.415737
ORAI3 0.011421 0.013169 0.000001 0.443931
DHPS 0.012301 0.014935 0.000001 0.381597
TFPI 0.011471 0.013485 0.000001 0.408552
CKAP5 0.011786 0.011628 0.000001 0.425728
MAPK1 0.011786 0.011628 0.000001 0.425728
ATP5I 0.012265 0.014312 0.000001 0.373987
RSPRY1 0.015543 0.019318 0.477868 0.368744
AHSP 0.011097 0.013746 0.000001 0.389308
KIAA1217 0.011200 0.017307 0.852002 0.378536
CSRNP1 0.013318 0.014449 0.341206 0.359711
FBLN2 0.013226 0.019692 0.000001 0.343937
SDHAF2 0.013053 0.016243 0.000001 0.387332
CDKL3 0.012465 0.016940 0.000001 0.382522
PTPRF 0.012465 0.016940 0.000001 0.382522
CHAC1 0.012185 0.014099 0.000001 0.361139
RCAN1 0.015374 0.019018 0.917814 0.369520
FZD8 0.012912 0.014073 0.000001 0.371790
TAF1D 0.010866 0.015257 0.000001 0.466840
ZBTB7B 0.011353 0.015183 0.000001 0.419337
RBM8A 0.011598 0.011447 0.000001 0.386508
C17orf39 0.012250 0.011061 0.000001 0.396681
HSCB 0.012638 0.013297 0.000001 0.383832
ACIN1 0.011934 0.021448 0.000001 0.365305
SDR16C5 0.011649 0.015850 0.312340 0.333726
CMTM6 0.013021 0.015577 0.000001 0.366585
NOP14 0.013021 0.015577 0.000001 0.366585
NHLRC3 0.010764 0.016733 0.000001 0.418358
CTCF 0.010515 0.012778 0.000001 0.433490
C17orf70 0.012870 0.016250 0.000001 0.328030
MRPL22 0.012870 0.016250 0.000001 0.328030
SV2A 0.013358 0.013228 0.266521 0.375825
TIMM50 0.012413 0.013694 0.000001 0.379965
LMNB2 0.012603 0.018614 0.000001 0.379761
TIMP1 0.012603 0.018614 0.000001 0.379761
SLC9A3R2 0.013918 0.016630 0.637316 0.397829
LRRC37A3 0.011215 0.015597 0.000001 0.398296
FAM71E1 0.013358 0.019456 0.102980 0.366792
C16orf80 0.013358 0.019456 0.102980 0.366792
H2AFJ 0.010925 0.016744 0.000001 0.410464
DERL2 0.012728 0.015485 0.000001 0.384803
TNPO1 0.011591 0.013845 0.502024 0.382347
NXT1 0.011591 0.013845 0.502024 0.382347
TFEB 0.009949 0.020283 0.000001 0.415819
ASXL2 0.013026 0.013751 0.128895 0.352490
CDC37 0.011224 0.014660 0.000001 0.382047
NPFF 0.011945 0.015468 0.000001 0.386227
ATP6V1G1 0.012158 0.017424 0.000001 0.397989
RPS25 0.011453 0.016003 0.000001 0.384565
KCNA5 0.015060 0.020485 0.218481 0.357373
RASSF5 0.012984 0.015895 0.000001 0.336943
PRPF40A 0.012431 0.012233 0.000001 0.385095
BNIP3 0.013261 0.018714 0.011617 0.337826
KLRB1 0.012998 0.014411 0.102330 0.370164
RPL3 0.013613 0.013732 0.173150 0.339867
ASF1B 0.011338 0.017389 0.296651 0.394501
CHD3 0.010561 0.017807 0.000001 0.429937
MEIS1 0.012606 0.016659 0.000001 0.398374
DYRK3 0.014154 0.015901 0.150796 0.364449
SLC3A2 0.012212 0.014021 0.000001 0.375718
PPM1E 0.012212 0.014021 0.000001 0.375718
SDCBP 0.010140 0.019912 0.000001 0.448223
NUDT11 0.010140 0.019912 0.000001 0.448223
ZFP14 0.014731 0.014508 0.485448 0.379110
HAUS3 0.012790 0.011872 0.324109 0.367200
ZNF408 0.010242 0.012431 0.000001 0.449908
PRF1 0.012927 0.019397 0.162890 0.372665
NUDT3 0.012545 0.014106 0.000001 0.410093
CENPF 0.012093 0.013248 0.000001 0.406523
ZNF366 0.011981 0.015050 0.000001 0.370158
GNB1 0.013628 0.014630 0.347964 0.364501
PRG4 0.012481 0.013018 0.365851 0.371339
LONRF3 0.012481 0.013018 0.365851 0.371339
ZCCHC9 0.013200 0.015601 0.078412 0.338161
SPAST 0.011847 0.015061 0.000001 0.375573
TM9SF2 0.013025 0.014445 0.184167 0.365110
SLC26A2 0.009904 0.014946 0.622910 0.375492
IQCK 0.013304 0.014555 0.195727 0.357234
PABPC1 0.012511 0.015841 0.000001 0.371574
UBR7 0.009922 0.020225 0.000001 0.400955
OSBPL9 0.009726 0.013688 0.000001 0.403227
DNASE1L2 0.012497 0.015953 0.000001 0.382143
MRPL45 0.012228 0.018537 0.000001 0.377271
CHMP1B 0.012690 0.016011 0.160816 0.352287
PKN2 0.012690 0.016011 0.160816 0.352287
BOD1L 0.011728 0.015516 0.378370 0.361248
C1orf43 0.011390 0.014224 0.000001 0.418256
C1orf150 0.011460 0.015925 0.000001 0.382120
FSD1L 0.013490 0.015303 0.324692 0.325700
KCNJ14 0.012987 0.017155 0.048456 0.368384
ANP32B 0.011698 0.016469 0.000001 0.383992
ZNF768 0.012569 0.014137 0.000001 0.323509
NDUFV1 0.010112 0.015046 0.000001 0.395052
PARD6A 0.009326 0.010653 0.000001 0.467039
SLC25A40 0.012215 0.012173 0.000001 0.389978
SEC61A1 0.009873 0.012929 0.000001 0.372208
MTFMT 0.011595 0.011654 0.000001 0.387296
HSPH1 0.010994 0.016380 0.000001 0.365899
RGS7 0.011372 0.022995 0.000001 0.386546
NEK9 0.011886 0.013870 0.000001 0.390544
GPR75 0.009156 0.015812 0.000001 0.461128
SLC30A1 0.011128 0.014888 0.000001 0.438262
TIMM9 0.011230 0.018266 0.000001 0.428653
HIGD1B 0.011949 0.013040 0.340480 0.376778
WWTR1 0.012663 0.016263 0.376414 0.359045
NASP 0.010972 0.012958 0.000001 0.373705
ZNF48 0.010569 0.012713 0.000001 0.405439
PIK3R4 0.013013 0.012014 0.354867 0.369196
FANCM 0.011649 0.011773 0.000001 0.387191
KLF16 0.008446 0.018341 0.872392 0.386935
PLEKHF1 0.009153 0.018181 0.000001 0.460859
VARS 0.009153 0.018181 0.000001 0.460859
SIKE1 0.012460 0.013059 0.192284 0.372192
ZNF621 0.012516 0.013994 0.167655 0.364856
DNAJC11 0.011450 0.018017 0.000001 0.397148
BCL2L11 0.009271 0.015502 0.000001 0.402662
FOXO1 0.010787 0.018865 0.000001 0.438351
RNF26 0.011683 0.017084 0.000001 0.378467
TAF13 0.010547 0.017502 0.000001 0.436047
MPV17 0.011354 0.011483 0.000001 0.402056
HNRNPK 0.011574 0.014312 0.000001 0.388595
MANBAL 0.011618 0.014655 0.000001 0.361566
DGKG 0.011493 0.019328 0.000001 0.412879
ENO2 0.010655 0.018518 0.000001 0.425564
ZNF614 0.010655 0.018518 0.000001 0.425564
NUDC 0.011413 0.014064 0.000001 0.382969
PIGS 0.012642 0.010726 0.098498 0.383094
SNRPA1 0.012013 0.016551 0.000001 0.382058
AK2 0.011170 0.013589 0.000001 0.389081
TPM4 0.011964 0.016305 0.000001 0.389114
MARCKSL1 0.013327 0.015762 0.265420 0.361570
ENHO 0.011415 0.012476 0.000001 0.404211
C5orf42 0.012327 0.015423 0.000001 0.388049
