gene h2 se p
SRP19 0.000001 0.383552 0.5
SRP54 0.000001 0.365857 0.5
SRP68 0.000001 0.332798 0.5
SRP9 0.000001 0.373009 0.5
SRPK1 0.000001 0.383393 0.5
SRPK2 0.000001 0.376681 0.5
SRPR 0.000001 0.364671 0.5
SRPRB 0.000001 0.348329 0.5
SRRD 0.000001 0.374519 0.5
SRRM5 0.000001 0.369198 0.5
SRRT 0.000001 0.383693 0.5
SRSF10 0.000001 0.373840 0.5
SRSF1 0.000001 0.358862 0.5
SRSF11 0.000001 0.363053 0.5
SRSF12 0.000001 0.378871 0.5
SRSF3 0.000001 0.370426 0.5
SRSF4 0.000001 0.387281 0.5
SRSF5 0.000001 0.366282 0.5
SRSF6 0.000001 0.369717 0.5
SRSF7 0.000001 0.361535 0.5
SRSF8 0.000001 0.358950 0.5
SRXN1 0.000001 0.370467 0.5
SS18L2 0.000001 0.365224 0.5
SSB 0.000001 0.378500 0.5
SSBP1 0.000001 0.364128 0.5
SSBP3 0.000001 0.377270 0.5
SSC5D 0.000001 0.370345 0.5
SSH1 0.000001 0.366412 0.5
SSNA1 0.000001 0.369564 0.5
SSPN 0.000001 0.372618 0.5
SSPO 0.000001 0.378577 0.5
SSR2 0.000001 0.362564 0.5
SSR3 0.000001 0.378349 0.5
SSR4 0.000001 0.376899 0.5
SSRP1 0.000001 0.366290 0.5
SSSCA1 0.000001 0.368987 0.5
SSX2IP 0.000001 0.357939 0.5
ST20 0.000001 0.373586 0.5
ST5 0.000001 0.370949 0.5
ST6GALNAC3 0.000001 0.355804 0.5
ST6GALNAC4 0.000001 0.367750 0.5
ST6GALNAC6 0.000001 0.367960 0.5
ST8SIA1 0.000001 0.354352 0.5
ST8SIA4 0.000001 0.380245 0.5
ST8SIA6 0.000001 0.357388 0.5
STAB2 0.000001 0.333900 0.5
STAC 0.000001 0.398281 0.5
STAG2 0.000001 0.368513 0.5
STAG3 0.000001 0.391159 0.5
STAG3L1 0.000001 0.368130 0.5
STAG3L2 0.000001 0.361481 0.5
STAMBP 0.000001 0.368147 0.5
STARD13 0.000001 0.338418 0.5
STARD3 0.000001 0.387427 0.5
STARD4 0.000001 0.357898 0.5
STARD5 0.000001 0.339765 0.5
STARD7 0.000001 0.369708 0.5
STAT1 0.000001 0.363888 0.5
STAT4 0.000001 0.363671 0.5
STAT5A 0.000001 0.385460 0.5
STAT5B 0.000001 0.377662 0.5
STAU2 0.000001 0.381806 0.5
STEAP4 0.000001 0.347649 0.5
STIM1 0.000001 0.367929 0.5
STIM2 0.000001 0.372002 0.5
STIP1 0.000001 0.343010 0.5
STK10 0.000001 0.373702 0.5
STK16 0.000001 0.378058 0.5
STK17B 0.000001 0.370062 0.5
STK3 0.000001 0.361512 0.5
STK35 0.000001 0.344357 0.5
STK38 0.000001 0.345379 0.5
STK38L 0.000001 0.364658 0.5
STK39 0.000001 0.378935 0.5
STOM 0.000001 0.353529 0.5
STOML1 0.000001 0.345365 0.5
STOML2 0.000001 0.384811 0.5
STON2 0.000001 0.363778 0.5
STRA13 0.000001 0.356669 0.5
STRADA 0.000001 0.374397 0.5
STRBP 0.000001 0.368917 0.5
STRC 0.000001 0.360371 0.5
STRN 0.000001 0.338286 0.5
STRN4 0.000001 0.375420 0.5
STT3B 0.000001 0.372853 0.5
STX10 0.000001 0.383160 0.5
STX12 0.000001 0.383696 0.5
STX16 0.000001 0.338789 0.5
STX17 0.000001 0.384809 0.5
STX18 0.000001 0.380421 0.5
STX2 0.000001 0.381243 0.5
STX3 0.000001 0.369717 0.5
STX5 0.000001 0.374807 0.5
STX7 0.000001 0.373180 0.5
STX8 0.000001 0.362051 0.5
STXBP1 0.000001 0.359154 0.5
STXBP3 0.000001 0.375392 0.5
STXBP5 0.000001 0.385396 0.5
STYX 0.000001 0.350721 0.5
SUB1 0.000001 0.349265 0.5
SUCLA2 0.000001 0.374224 0.5
SUCLG2 0.000001 0.341253 0.5
SUDS3 0.000001 0.374979 0.5
SUGP1 0.000001 0.368194 0.5
SUGP2 0.000001 0.370186 0.5
SULF2 0.000001 0.378554 0.5
SULT1B1 0.000001 0.367498 0.5
SUMF2 0.000001 0.382994 0.5
SUMO1 0.000001 0.357118 0.5
SUMO1P1 0.000001 0.351447 0.5
SUMO2 0.000001 0.376050 0.5
SUMO3 0.000001 0.334628 0.5
SUN2 0.000001 0.371314 0.5
SUOX 0.000001 0.316277 0.5
SUPT16H 0.000001 0.359622 0.5
SUPT5H 0.000001 0.376739 0.5
SUPT6H 0.000001 0.355973 0.5
SURF1 0.000001 0.351882 0.5
SURF4 0.000001 0.353137 0.5
SUSD2 0.000001 0.329534 0.5
SUSD3 0.000001 0.355960 0.5
SUV39H1 0.000001 0.353672 0.5
SUV420H1 0.000001 0.369985 0.5
SUV420H2 0.000001 0.341993 0.5
SV2B 0.000001 0.378633 0.5
SV2C 0.000001 0.383753 0.5
SVIP 0.000001 0.367449 0.5
SYBU 0.000001 0.335947 0.5
SYCE1 0.000001 0.343227 0.5
SYCE2 0.000001 0.379588 0.5
SYCP3 0.000001 0.368733 0.5
SYF2 0.000001 0.348698 0.5
SYK 0.000001 0.375463 0.5
SYN1 0.000001 0.362657 0.5
SYN2 0.000001 0.347813 0.5
SYNE2 0.000001 0.360778 0.5
SYNGAP1 0.000001 0.365074 0.5
SYNGR2 0.000001 0.374329 0.5
SYNGR3 0.000001 0.362142 0.5
SYNJ1 0.000001 0.353523 0.5
SYNJ2BP 0.000001 0.376834 0.5
SYNPO 0.000001 0.372063 0.5
SYNRG 0.000001 0.361108 0.5
SYP 0.000001 0.358364 0.5
SYPL1 0.000001 0.378078 0.5
SYS1 0.000001 0.380093 0.5
SYT1 0.000001 0.344542 0.5
SYT15 0.000001 0.355218 0.5
SYT2 0.000001 0.385652 0.5
SYT3 0.000001 0.343328 0.5
SYTL4 0.000001 0.367564 0.5
SYVN1 0.000001 0.383854 0.5
TAB1 0.000001 0.366192 0.5
TAC3 0.000001 0.375713 0.5
TAC4 0.000001 0.363173 0.5
TACC1 0.000001 0.356171 0.5
TACC3 0.000001 0.358121 0.5
TACO1 0.000001 0.359317 0.5
TACR2 0.000001 0.352481 0.5
TADA1 0.000001 0.339750 0.5
TADA2A 0.000001 0.370703 0.5
TADA2B 0.000001 0.366479 0.5
TAF1 0.000001 0.325378 0.5
TAF12 0.000001 0.373938 0.5
TAF13 0.000001 0.355395 0.5
TAF15 0.000001 0.335421 0.5
TAF1A 0.000001 0.370080 0.5
TAF1B 0.000001 0.358106 0.5
TAF1D 0.000001 0.385683 0.5
TAF2 0.000001 0.346734 0.5
TAF5 0.000001 0.366857 0.5
TAF5L 0.000001 0.361768 0.5
TAF8 0.000001 0.319777 0.5
TAF9 0.000001 0.358402 0.5
TAGAP 0.000001 0.365039 0.5
TAL1 0.000001 0.389390 0.5
TANC1 0.000001 0.375547 0.5
TAOK1 0.000001 0.362058 0.5
TAOK2 0.000001 0.325243 0.5
TAOK3 0.000001 0.370431 0.5
TAPBP 0.000001 0.359341 0.5
TARBP1 0.000001 0.348867 0.5
TARBP2 0.000001 0.350903 0.5
TARDBP 0.000001 0.363583 0.5
TARS2 0.000001 0.362431 0.5
TARSL2 0.000001 0.348888 0.5
TAS2R40 0.000001 0.337732 0.5
TAS2R5 0.000001 0.363022 0.5
TAS2R60 0.000001 0.361396 0.5
TATDN1 0.000001 0.362176 0.5
TATDN2 0.000001 0.294080 0.5
TAX1BP1 0.000001 0.355555 0.5
TAZ 0.000001 0.383394 0.5
TBC1D1 0.000001 0.346581 0.5
TBC1D10A 0.000001 0.378225 0.5
TBC1D10C 0.000001 0.378477 0.5
TBC1D13 0.000001 0.374868 0.5
TBC1D15 0.000001 0.358864 0.5
TBC1D16 0.000001 0.345766 0.5
TBC1D17 0.000001 0.347410 0.5
TBC1D19 0.000001 0.363924 0.5
TBC1D20 0.000001 0.356768 0.5
TBC1D23 0.000001 0.358794 0.5
TBC1D24 0.000001 0.367595 0.5
TBC1D25 0.000001 0.383984 0.5
TBC1D2B 0.000001 0.302737 0.5
TBC1D5 0.000001 0.338232 0.5
TBC1D7 0.000001 0.378561 0.5
TBC1D8 0.000001 0.374350 0.5
TBC1D8B 0.000001 0.374196 0.5
TBC1D9 0.000001 0.364674 0.5
TBC1D9B 0.000001 0.383336 0.5
TBCC 0.000001 0.359812 0.5
TBCCD1 0.000001 0.355492 0.5
TBCEL 0.000001 0.350348 0.5
TBCK 0.000001 0.370473 0.5
TBK1 0.000001 0.341152 0.5
TBL3 0.000001 0.364006 0.5
TBP 0.000001 0.375359 0.5
TBRG1 0.000001 0.374235 0.5
TBX21 0.000001 0.360340 0.5
TBXAS1 0.000001 0.342625 0.5
TCEA2 0.000001 0.362997 0.5
TCEAL1 0.000001 0.360573 0.5
TCEAL3 0.000001 0.333327 0.5
TCEAL4 0.000001 0.356665 0.5
TCEAL8 0.000001 0.395715 0.5
TCEANC 0.000001 0.368196 0.5
TCEB1 0.000001 0.382268 0.5
TCEB2 0.000001 0.361659 0.5
TCF20 0.000001 0.378112 0.5
TCF25 0.000001 0.344781 0.5
TCF3 0.000001 0.357731 0.5
TCF7 0.000001 0.372241 0.5
TCHP 0.000001 0.361507 0.5
TCIRG1 0.000001 0.361367 0.5
TCL1B 0.000001 0.378242 0.5
TCN2 0.000001 0.372490 0.5
TCOF1 0.000001 0.380163 0.5
TCTEX1D4 0.000001 0.367199 0.5
TCTN1 0.000001 0.378810 0.5
TCTN2 0.000001 0.365705 0.5
TDG 0.000001 0.365255 0.5
TDP1 0.000001 0.356951 0.5
TEAD2 0.000001 0.351694 0.5
TEAD3 0.000001 0.363921 0.5
TEC 0.000001 0.358577 0.5
TECPR2 0.000001 0.375163 0.5
TECR 0.000001 0.378554 0.5
TEDDM1 0.000001 0.350433 0.5
TEKT2 0.000001 0.388827 0.5
TELO2 0.000001 0.350597 0.5
TEPP 0.000001 0.360150 0.5
TERF1 0.000001 0.371165 0.5
TERF2 0.000001 0.380566 0.5
TERF2IP 0.000001 0.366242 0.5
TERT 0.000001 0.357107 0.5
TES 0.000001 0.376792 0.5
TESK1 0.000001 0.367999 0.5
TET1 0.000001 0.377482 0.5
TET3 0.000001 0.359857 0.5
TEX2 0.000001 0.356203 0.5
TEX21P 0.000001 0.367639 0.5
TEX261 0.000001 0.378970 0.5
TFAM 0.000001 0.394996 0.5
TFAMP1 0.000001 0.353921 0.5
TFAP2E 0.000001 0.341458 0.5
TFAP4 0.000001 0.345989 0.5
TFB1M 0.000001 0.371034 0.5
TFB2M 0.000001 0.381801 0.5
TFCP2L1 0.000001 0.343050 0.5
TFDP1 0.000001 0.368749 0.5
TFDP2 0.000001 0.379807 0.5
TFE3 0.000001 0.370968 0.5
TFEB 0.000001 0.364826 0.5
TFPI 0.000001 0.369273 0.5
TFR2 0.000001 0.378378 0.5
TFRC 0.000001 0.368696 0.5
TGFA 0.000001 0.349981 0.5
TGFBI 0.000001 0.363077 0.5
TGFBR1 0.000001 0.364372 0.5
TGFBR3 0.000001 0.363023 0.5
TGFBRAP1 0.000001 0.354248 0.5
TGIF1 0.000001 0.374892 0.5
TGM2 0.000001 0.376516 0.5
TGOLN2 0.000001 0.353326 0.5
TH1L 0.000001 0.374148 0.5
THADA 0.000001 0.383532 0.5
THAP1 0.000001 0.377561 0.5
THAP11 0.000001 0.389166 0.5
THAP2 0.000001 0.342528 0.5
THAP5 0.000001 0.355260 0.5
THAP7 0.000001 0.366986 0.5
THAP8 0.000001 0.366301 0.5
THAP9 0.000001 0.357877 0.5
THBS2 0.000001 0.371759 0.5
THEM5 0.000001 0.365156 0.5
THEMIS 0.000001 0.347576 0.5
THNSL1 0.000001 0.356303 0.5
THOC1 0.000001 0.354412 0.5
THOC3 0.000001 0.345747 0.5
THOC4 0.000001 0.360192 0.5
THRAP3 0.000001 0.377831 0.5
THSD1 0.000001 0.379977 0.5
THSD1P1 0.000001 0.363595 0.5
THTPA 0.000001 0.367051 0.5
THUMPD2 0.000001 0.353312 0.5
THYN1 0.000001 0.364245 0.5
TIA1 0.000001 0.359887 0.5
TIAF1 0.000001 0.355270 0.5
TIFA 0.000001 0.367967 0.5
TIGD3 0.000001 0.378971 0.5
TIGD5 0.000001 0.363548 0.5
TIGD6 0.000001 0.369671 0.5
TIMM13 0.000001 0.384780 0.5
TIMM17B 0.000001 0.355075 0.5
TIMM22 0.000001 0.326776 0.5
TIMM23 0.000001 0.353545 0.5
TIMM50 0.000001 0.358568 0.5
TIMM8B 0.000001 0.356247 0.5
TIMM9 0.000001 0.378757 0.5
TIMP1 0.000001 0.385598 0.5
TIPIN 0.000001 0.362320 0.5
TIRAP 0.000001 0.364385 0.5
TK1 0.000001 0.359186 0.5
TLCD2 0.000001 0.384315 0.5
TLE1 0.000001 0.349659 0.5
TLE2 0.000001 0.358412 0.5
TLE3 0.000001 0.371259 0.5
TLE4 0.000001 0.336115 0.5
TLE6 0.000001 0.363653 0.5
TLK1 0.000001 0.358935 0.5
TLK2 0.000001 0.384510 0.5
TLN2 0.000001 0.376858 0.5
TLR10 0.000001 0.371824 0.5
TLR3 0.000001 0.370447 0.5
TLR8 0.000001 0.377697 0.5
TM2D1 0.000001 0.370090 0.5
TM2D2 0.000001 0.370011 0.5
TM2D3 0.000001 0.365214 0.5
TM4SF19 0.000001 0.358868 0.5
TM7SF2 0.000001 0.370175 0.5
TM9SF3 0.000001 0.361710 0.5
TM9SF4 0.000001 0.358044 0.5
TMBIM4 0.000001 0.386040 0.5
TMC5 0.000001 0.400889 0.5
TMC6 0.000001 0.366833 0.5
TMC8 0.000001 0.360999 0.5
TMCC3 0.000001 0.375835 0.5
TMCO1 0.000001 0.361465 0.5
TMCO3 0.000001 0.386981 0.5
TMCO7 0.000001 0.359860 0.5
TMED10 0.000001 0.379194 0.5
TMED1 0.000001 0.370685 0.5
TMED10P1 0.000001 0.307030 0.5
TMED2 0.000001 0.364726 0.5
TMED3 0.000001 0.374535 0.5
TMED4 0.000001 0.324424 0.5
TMED5 0.000001 0.380381 0.5
TMED6 0.000001 0.394753 0.5
TMED7 0.000001 0.377490 0.5
TMED8 0.000001 0.361339 0.5
TMED9 0.000001 0.378090 0.5
TMEM102 0.000001 0.381540 0.5
TMEM104 0.000001 0.381863 0.5
TMEM106B 0.000001 0.367978 0.5
TMEM108 0.000001 0.367182 0.5
TMEM109 0.000001 0.368018 0.5
TMEM11 0.000001 0.366845 0.5
TMEM115 0.000001 0.347234 0.5
TMEM120A 0.000001 0.336135 0.5
TMEM120B 0.000001 0.376251 0.5
TMEM121 0.000001 0.375216 0.5
TMEM123 0.000001 0.374852 0.5
TMEM126A 0.000001 0.362169 0.5
TMEM128 0.000001 0.368277 0.5
TMEM129 0.000001 0.364496 0.5
TMEM131 0.000001 0.373628 0.5
TMEM132A 0.000001 0.362258 0.5
TMEM132C 0.000001 0.356970 0.5
TMEM133 0.000001 0.364618 0.5
TMEM138 0.000001 0.375665 0.5
TMEM139 0.000001 0.360933 0.5
TMEM141 0.000001 0.337402 0.5
TMEM14E 0.000001 0.371754 0.5
TMEM150B 0.000001 0.363543 0.5
TMEM154 0.000001 0.345843 0.5
TMEM156 0.000001 0.375581 0.5
TMEM159 0.000001 0.349857 0.5
TMEM160 0.000001 0.370038 0.5
TMEM164 0.000001 0.380334 0.5
TMEM165 0.000001 0.357746 0.5
TMEM168 0.000001 0.341208 0.5
TMEM170A 0.000001 0.376199 0.5
TMEM171 0.000001 0.358497 0.5
TMEM173 0.000001 0.341474 0.5
TMEM177 0.000001 0.363611 0.5
TMEM179B 0.000001 0.373664 0.5
TMEM181 0.000001 0.368472 0.5
TMEM182 0.000001 0.344541 0.5
TMEM183A 0.000001 0.321779 0.5
TMEM184A 0.000001 0.357239 0.5
TMEM184B 0.000001 0.381918 0.5
TMEM185A 0.000001 0.364949 0.5
TMEM185B 0.000001 0.383603 0.5
TMEM186 0.000001 0.357274 0.5
TMEM188 0.000001 0.367978 0.5
TMEM192 0.000001 0.361821 0.5
TMEM194A 0.000001 0.372388 0.5
TMEM198 0.000001 0.356728 0.5
TMEM199 0.000001 0.375592 0.5
TMEM20 0.000001 0.333337 0.5
TMEM201 0.000001 0.370374 0.5
TMEM203 0.000001 0.381151 0.5
TMEM205 0.000001 0.343383 0.5
TMEM206 0.000001 0.362296 0.5
TMEM208 0.000001 0.388531 0.5
TMEM209 0.000001 0.358987 0.5
TMEM216 0.000001 0.360753 0.5
TMEM217 0.000001 0.346585 0.5
TMEM218 0.000001 0.363687 0.5
TMEM219 0.000001 0.383210 0.5
TMEM220 0.000001 0.358594 0.5
TMEM221 0.000001 0.350154 0.5
TMEM222 0.000001 0.371504 0.5
TMEM223 0.000001 0.379429 0.5
TMEM229B 0.000001 0.374547 0.5
TMEM27 0.000001 0.371680 0.5
TMEM30A 0.000001 0.368318 0.5
TMEM39B 0.000001 0.369801 0.5
TMEM40 0.000001 0.362078 0.5
TMEM41B 0.000001 0.387953 0.5
TMEM43 0.000001 0.365309 0.5
TMEM45B 0.000001 0.369990 0.5
TMEM48 0.000001 0.379320 0.5
TMEM49 0.000001 0.383257 0.5
TMEM5 0.000001 0.335363 0.5
TMEM50B 0.000001 0.380275 0.5
TMEM54 0.000001 0.344122 0.5
TMEM55A 0.000001 0.340745 0.5
TMEM55B 0.000001 0.356080 0.5
TMEM56-RWDD3 0.000001 0.364554 0.5
TMEM59 0.000001 0.378502 0.5
TMEM60 0.000001 0.364257 0.5
TMEM62 0.000001 0.354042 0.5
TMEM63A 0.000001 0.346529 0.5
TMEM63B 0.000001 0.378212 0.5
TMEM64 0.000001 0.375266 0.5
TMEM65 0.000001 0.368549 0.5
TMEM66 0.000001 0.378545 0.5
TMEM68 0.000001 0.364926 0.5
TMEM69 0.000001 0.371404 0.5
TMEM70 0.000001 0.370562 0.5
TMEM71 0.000001 0.367790 0.5
TMEM81 0.000001 0.361825 0.5
TMEM85 0.000001 0.333791 0.5
TMEM86A 0.000001 0.355736 0.5
TMEM87B 0.000001 0.332307 0.5
TMEM8A 0.000001 0.349943 0.5
TMEM8B 0.000001 0.384888 0.5
TMEM93 0.000001 0.381001 0.5
TMEM9B 0.000001 0.400808 0.5
TMIGD2 0.000001 0.345995 0.5
TMLHE 0.000001 0.369948 0.5
TMOD1 0.000001 0.369914 0.5
TMOD4 0.000001 0.391232 0.5
TMPO 0.000001 0.379283 0.5
TMPRSS13 0.000001 0.367636 0.5
TMPRSS3 0.000001 0.358286 0.5
TMPRSS5 0.000001 0.375957 0.5
TMPRSS6 0.000001 0.339662 0.5
TMSB10 0.000001 0.376308 0.5
TMSB15B 0.000001 0.377766 0.5
TMTC2 0.000001 0.377726 0.5
TMTC3 0.000001 0.374644 0.5
TMX1 0.000001 0.380894 0.5
TMX2 0.000001 0.347999 0.5
TMX3 0.000001 0.353274 0.5
TNFAIP1 0.000001 0.339290 0.5
TNFAIP2 0.000001 0.373023 0.5
TNFAIP3 0.000001 0.361296 0.5
TNFAIP8 0.000001 0.370967 0.5
TNFRSF10A 0.000001 0.353764 0.5
TNFRSF10B 0.000001 0.371016 0.5
TNFRSF10D 0.000001 0.384374 0.5
TNFRSF12A 0.000001 0.359650 0.5
TNFRSF13B 0.000001 0.365584 0.5
TNFRSF19 0.000001 0.387964 0.5
TNFRSF1A 0.000001 0.371338 0.5
TNFRSF25 0.000001 0.366921 0.5
TNFRSF6B 0.000001 0.358747 0.5
TNFSF10 0.000001 0.357974 0.5
TNFSF11 0.000001 0.376012 0.5
TNFSF13B 0.000001 0.344151 0.5
TNFSF8 0.000001 0.378830 0.5
TNFSF9 0.000001 0.392336 0.5
TNIP3 0.000001 0.353531 0.5
TNK1 0.000001 0.338952 0.5
TNK2 0.000001 0.372875 0.5
TNKS 0.000001 0.349698 0.5
TNKS1BP1 0.000001 0.343160 0.5
TNKS2 0.000001 0.381589 0.5
TNNC1 0.000001 0.353117 0.5
TNNI2 0.000001 0.324232 0.5
TNNI3 0.000001 0.369650 0.5
TNPO3 0.000001 0.389833 0.5
TNS4 0.000001 0.344000 0.5
TOB1 0.000001 0.365545 0.5
TOB2 0.000001 0.373140 0.5
TOM1L2 0.000001 0.369395 0.5
TOMM20 0.000001 0.385959 0.5
TOMM20L 0.000001 0.387231 0.5
TOMM22 0.000001 0.377474 0.5
TOMM40 0.000001 0.352024 0.5
TOMM40L 0.000001 0.365484 0.5
TOMM5 0.000001 0.397541 0.5
TOMM6 0.000001 0.350132 0.5
TOMM7 0.000001 0.366377 0.5
TOMM70A 0.000001 0.369487 0.5
TOP1MT 0.000001 0.398693 0.5
TOP1P1 0.000001 0.345088 0.5
TOP2B 0.000001 0.373432 0.5
TOP3B 0.000001 0.344431 0.5
TOPBP1 0.000001 0.349043 0.5
TOPORS 0.000001 0.366667 0.5
TOR1AIP1 0.000001 0.362561 0.5
TOR2A 0.000001 0.368483 0.5
TOX2 0.000001 0.359076 0.5
TP53 0.000001 0.381920 0.5
TP53BP1 0.000001 0.378280 0.5
TP53I11 0.000001 0.357093 0.5
TP53I13 0.000001 0.357387 0.5
TP53INP2 0.000001 0.355239 0.5
TP53RK 0.000001 0.357962 0.5
TP53TG1 0.000001 0.372993 0.5
TP53TG5 0.000001 0.375329 0.5
TP73 0.000001 0.348014 0.5
TPCN1 0.000001 0.375547 0.5
TPCN2 0.000001 0.392206 0.5
TPI1P2 0.000001 0.388182 0.5
TPM1 0.000001 0.375713 0.5
TPM4 0.000001 0.379150 0.5
TPMT 0.000001 0.355522 0.5
TPO 0.000001 0.347127 0.5
TPR 0.000001 0.364332 0.5
TPRG1 0.000001 0.368562 0.5
TPRKB 0.000001 0.375744 0.5
TPSB2 0.000001 0.368537 0.5
TPSD1 0.000001 0.363324 0.5
TPT1 0.000001 0.362263 0.5
TRA2A 0.000001 0.382742 0.5
TRA2B 0.000001 0.378605 0.5
TRABD 0.000001 0.366055 0.5
TRADD 0.000001 0.348706 0.5
TRAF2 0.000001 0.380122 0.5
TRAF3 0.000001 0.360931 0.5
TRAF3IP1 0.000001 0.362004 0.5
TRAF3IP2 0.000001 0.371075 0.5
TRAF4 0.000001 0.375942 0.5
TRAF5 0.000001 0.369453 0.5
TRAF6 0.000001 0.381457 0.5
TRAFD1 0.000001 0.339523 0.5
TRAK2 0.000001 0.370679 0.5
TRAM1 0.000001 0.391972 0.5
TRAM1L1 0.000001 0.361752 0.5
TRANK1 0.000001 0.364685 0.5
TRAP1 0.000001 0.360203 0.5
TRAPPC10 0.000001 0.367407 0.5
TRAPPC2 0.000001 0.365307 0.5
TRAPPC2L 0.000001 0.376503 0.5
TRAPPC3 0.000001 0.352502 0.5
TRAPPC6B 0.000001 0.364284 0.5
TRAT1 0.000001 0.360430 0.5
TRDMT1 0.000001 0.399576 0.5
TREML1 0.000001 0.377302 0.5
TREML2P1 0.000001 0.350254 0.5
TRIB1 0.000001 0.350896 0.5
TRIB2 0.000001 0.351576 0.5
TRIB3 0.000001 0.373910 0.5
TRIM2 0.000001 0.357108 0.5
TRIM21 0.000001 0.349982 0.5
TRIM25 0.000001 0.366556 0.5
TRIM28 0.000001 0.368936 0.5
TRIM34 0.000001 0.375440 0.5
TRIM36 0.000001 0.375701 0.5
TRIM40 0.000001 0.347008 0.5
TRIM41 0.000001 0.363461 0.5
TRIM45 0.000001 0.348201 0.5
TRIM47 0.000001 0.356740 0.5
TRIM58 0.000001 0.347413 0.5
TRIM62 0.000001 0.363398 0.5
TRIM65 0.000001 0.367463 0.5
TRIM69 0.000001 0.375096 0.5
TRIM7 0.000001 0.368020 0.5
TRIO 0.000001 0.354547 0.5
TRIOBP 0.000001 0.370821 0.5
TRIP11 0.000001 0.369676 0.5
TRIP12 0.000001 0.377042 0.5
TRIP13 0.000001 0.379941 0.5
TRIP4 0.000001 0.357688 0.5
TRIT1 0.000001 0.321888 0.5
TRMT112 0.000001 0.381646 0.5
TRMT2A 0.000001 0.334848 0.5
TRMT2B 0.000001 0.375695 0.5
TRMT6 0.000001 0.393503 0.5
TRNT1 0.000001 0.357354 0.5
TROAP 0.000001 0.378201 0.5
TROVE2 0.000001 0.350923 0.5
TRPC1 0.000001 0.358499 0.5
TRPC2 0.000001 0.397321 0.5
TRPM2 0.000001 0.353360 0.5
TRPM4 0.000001 0.385728 0.5
TRPM6 0.000001 0.348236 0.5
TRPV1 0.000001 0.345615 0.5
TRPV2 0.000001 0.386346 0.5
TRPV4 0.000001 0.335531 0.5
TRPV6 0.000001 0.363452 0.5
TRUB1 0.000001 0.384816 0.5
TRUB2 0.000001 0.356553 0.5
TSC1 0.000001 0.355273 0.5
TSC22D1 0.000001 0.358603 0.5
TSC22D3 0.000001 0.375187 0.5
TSEN15 0.000001 0.347170 0.5
TSEN2 0.000001 0.372728 0.5
TSEN34 0.000001 0.370101 0.5
TSEN54 0.000001 0.328219 0.5
TSG101 0.000001 0.377324 0.5
TSGA10IP 0.000001 0.345133 0.5
TSGA14 0.000001 0.384368 0.5
TSHR 0.000001 0.381939 0.5
TSHZ1 0.000001 0.350773 0.5
TSIX 0.000001 0.366577 0.5
TSNARE1 0.000001 0.374542 0.5
TSNAX 0.000001 0.375953 0.5
TSNAXIP1 0.000001 0.379388 0.5
TSPAN1 0.000001 0.366425 0.5
TSPAN14 0.000001 0.337908 0.5
TSPAN17 0.000001 0.330732 0.5
TSPAN18 0.000001 0.357524 0.5
TSPAN6 0.000001 0.336848 0.5
TSPO 0.000001 0.381837 0.5
TSPO2 0.000001 0.378962 0.5
TSPYL1 0.000001 0.384002 0.5
TSPYL2 0.000001 0.372816 0.5
TSPYL5 0.000001 0.384121 0.5
TSR2 0.000001 0.353137 0.5
TSSK3 0.000001 0.370413 0.5
TSSK4 0.000001 0.376357 0.5
TSSK6 0.000001 0.354286 0.5
TST 0.000001 0.373143 0.5
TTBK2 0.000001 0.362091 0.5
TTC1 0.000001 0.373513 0.5
TTC13 0.000001 0.369307 0.5
TTC14 0.000001 0.357756 0.5
TTC16 0.000001 0.373109 0.5
TTC17 0.000001 0.331145 0.5
TTC21B 0.000001 0.360222 0.5
TTC26 0.000001 0.351396 0.5
TTC30A 0.000001 0.349443 0.5
TTC30B 0.000001 0.369988 0.5
TTC32 0.000001 0.371034 0.5
TTC33 0.000001 0.367819 0.5
TTC35 0.000001 0.358465 0.5
TTC36 0.000001 0.372757 0.5
TTC39A 0.000001 0.373547 0.5
TTC5 0.000001 0.361946 0.5
TTC7A 0.000001 0.372109 0.5
TTC7B 0.000001 0.374213 0.5
TTC8 0.000001 0.367472 0.5
TTC9 0.000001 0.380949 0.5
TTC9C 0.000001 0.374934 0.5
TTL 0.000001 0.366558 0.5
TTLL10 0.000001 0.363987 0.5
TTLL1 0.000001 0.377271 0.5
TTLL3 0.000001 0.356073 0.5
TTLL4 0.000001 0.367452 0.5
TTN 0.000001 0.377784 0.5
TTYH2 0.000001 0.374344 0.5
TUBA1B 0.000001 0.370093 0.5
TUBA4A 0.000001 0.309252 0.5
TUBA4B 0.000001 0.375244 0.5
TUBB1 0.000001 0.367161 0.5
TUBB2C 0.000001 0.373788 0.5
TUBB4Q 0.000001 0.362882 0.5
TUBB8 0.000001 0.389210 0.5
TUBBP5 0.000001 0.378987 0.5
TUBD1 0.000001 0.354955 0.5
TUBE1 0.000001 0.361898 0.5
TUBGCP3 0.000001 0.359318 0.5
TUBGCP6 0.000001 0.329590 0.5
TULP3 0.000001 0.349246 0.5
TUSC2 0.000001 0.332757 0.5
TUSC5 0.000001 0.366987 0.5
TWF1 0.000001 0.331838 0.5
TWIST2 0.000001 0.370779 0.5
TWISTNB 0.000001 0.363908 0.5
TXLNA 0.000001 0.358989 0.5
TXLNB 0.000001 0.362638 0.5
TXLNG 0.000001 0.366396 0.5
TXN 0.000001 0.359924 0.5
